Carrier,Departure Time,Destination,Distance,Date,Flight Number,Origin,Day of the Week,Day of the Month,Delayed 
DH,1636,JFK,213,1/19/2004,6155,DCA,1,19,ontime
DH,1303,LGA,229,1/19/2004,7208,IAD,1,19,ontime
DH,1445,LGA,229,1/19/2004,7211,IAD,1,19,ontime
DH,1709,LGA,229,1/19/2004,7215,IAD,1,19,ontime
DH,847,LGA,229,1/19/2004,7790,IAD,1,19,delayed
DH,1035,LGA,229,1/19/2004,7792,IAD,1,19,ontime
DH,833,JFK,228,1/19/2004,7800,IAD,1,19,ontime
DH,1237,JFK,228,1/19/2004,7806,IAD,1,19,ontime
DH,1454,JFK,228,1/19/2004,7808,IAD,1,19,ontime
DH,1641,JFK,228,1/19/2004,7810,IAD,1,19,ontime
DH,1710,JFK,228,1/19/2004,7812,IAD,1,19,ontime
DH,2121,JFK,228,1/19/2004,7814,IAD,1,19,ontime
DH,1603,JFK,228,1/19/2004,7816,IAD,1,19,ontime
DL,1506,JFK,213,1/19/2004,746,DCA,1,19,delayed
DL,731,LGA,214,1/19/2004,1742,DCA,1,19,ontime
DL,842,LGA,214,1/19/2004,1744,DCA,1,19,ontime
DL,1029,LGA,214,1/19/2004,1748,DCA,1,19,ontime
DL,1231,LGA,214,1/19/2004,1752,DCA,1,19,ontime
DL,1431,LGA,214,1/19/2004,1756,DCA,1,19,ontime
DL,1530,LGA,214,1/19/2004,1758,DCA,1,19,ontime
DL,1630,LGA,214,1/19/2004,1760,DCA,1,19,ontime
DL,1829,LGA,214,1/19/2004,1764,DCA,1,19,ontime
DL,1930,LGA,214,1/19/2004,1766,DCA,1,19,ontime
DL,2029,LGA,214,1/19/2004,1768,DCA,1,19,ontime
MQ,1536,JFK,213,1/19/2004,4752,DCA,1,19,ontime
MQ,553,JFK,213,1/19/2004,4760,DCA,1,19,ontime
MQ,1846,JFK,213,1/19/2004,4784,DCA,1,19,delayed
MQ,758,LGA,214,1/19/2004,4952,DCA,1,19,delayed
MQ,822,LGA,214,1/19/2004,4954,DCA,1,19,delayed
MQ,858,LGA,214,1/19/2004,4956,DCA,1,19,ontime
MQ,1100,LGA,214,1/19/2004,4960,DCA,1,19,ontime
MQ,1253,LGA,214,1/19/2004,4964,DCA,1,19,ontime
MQ,1356,LGA,214,1/19/2004,4966,DCA,1,19,ontime
MQ,1534,LGA,214,1/19/2004,4968,DCA,1,19,delayed
MQ,1559,LGA,214,1/19/2004,4970,DCA,1,19,ontime
MQ,1717,LGA,214,1/19/2004,4972,DCA,1,19,ontime
MQ,1937,LGA,214,1/19/2004,4976,DCA,1,19,delayed
UA,846,LGA,229,1/19/2004,846,IAD,1,19,ontime
US,627,LGA,214,1/19/2004,1479,DCA,1,19,ontime
US,656,LGA,214,1/19/2004,2160,DCA,1,19,ontime
US,758,LGA,214,1/19/2004,2162,DCA,1,19,ontime
US,858,LGA,214,1/19/2004,2164,DCA,1,19,ontime
US,955,LGA,214,1/19/2004,2166,DCA,1,19,ontime
US,1059,LGA,214,1/19/2004,2168,DCA,1,19,ontime
US,1157,LGA,214,1/19/2004,2170,DCA,1,19,ontime
US,1256,LGA,214,1/19/2004,2172,DCA,1,19,ontime
US,1353,LGA,214,1/19/2004,2174,DCA,1,19,ontime
US,1456,LGA,214,1/19/2004,2176,DCA,1,19,ontime
US,1558,LGA,214,1/19/2004,2178,DCA,1,19,ontime
US,1656,LGA,214,1/19/2004,2180,DCA,1,19,ontime
US,1755,LGA,214,1/19/2004,2182,DCA,1,19,ontime
US,1855,LGA,214,1/19/2004,2184,DCA,1,19,ontime
US,1956,LGA,214,1/19/2004,2186,DCA,1,19,ontime
US,2057,LGA,214,1/19/2004,2188,DCA,1,19,ontime
RU,1710,EWR,169,1/19/2004,3372,BWI,1,19,ontime
RU,1028,EWR,169,1/19/2004,2303,BWI,1,19,ontime
RU,654,EWR,169,1/19/2004,2703,BWI,1,19,ontime
RU,1451,EWR,169,1/19/2004,2403,BWI,1,19,ontime
CO,1732,EWR,199,1/19/2004,814,DCA,1,19,delayed
CO,1253,EWR,199,1/19/2004,808,DCA,1,19,ontime
CO,728,EWR,199,1/19/2004,806,DCA,1,19,ontime
CO,1857,EWR,199,1/19/2004,816,DCA,1,19,ontime
DH,832,EWR,213,1/19/2004,7299,IAD,1,19,ontime
DH,1705,EWR,213,1/19/2004,7302,IAD,1,19,ontime
DH,1237,EWR,213,1/19/2004,7303,IAD,1,19,ontime
DH,2300,EWR,213,1/19/2004,7304,IAD,1,19,delayed
DH,627,EWR,213,1/19/2004,7305,IAD,1,19,ontime
DH,1427,EWR,213,1/19/2004,7307,IAD,1,19,ontime
RU,2051,EWR,213,1/19/2004,2385,IAD,1,19,delayed
RU,1258,EWR,213,1/19/2004,2692,IAD,1,19,ontime
RU,645,EWR,199,1/19/2004,2761,DCA,1,19,ontime
RU,1530,EWR,199,1/19/2004,2261,DCA,1,19,ontime
RU,656,EWR,213,1/19/2004,2855,IAD,1,19,ontime
RU,1659,EWR,213,1/19/2004,2497,IAD,1,19,ontime
RU,1455,EWR,213,1/19/2004,2156,IAD,1,19,ontime
RU,1628,EWR,199,1/19/2004,2181,DCA,1,19,ontime
RU,1355,EWR,199,1/19/2004,2216,DCA,1,19,ontime
RU,855,EWR,199,1/19/2004,2582,DCA,1,19,ontime
RU,2052,EWR,199,1/19/2004,2879,DCA,1,19,ontime
OH,1500,JFK,184,1/20/2004,5935,BWI,2,20,ontime
DH,1637,JFK,213,1/20/2004,6155,DCA,2,20,ontime
DH,1300,LGA,229,1/20/2004,7208,IAD,2,20,ontime
DH,1455,LGA,229,1/20/2004,7211,IAD,2,20,ontime
DH,1725,LGA,229,1/20/2004,7215,IAD,2,20,ontime
DH,2143,LGA,229,1/20/2004,7684,IAD,2,20,ontime
DH,635,LGA,229,1/20/2004,7790,IAD,2,20,ontime
DH,1033,LGA,229,1/20/2004,7792,IAD,2,20,ontime
DH,835,JFK,228,1/20/2004,7800,IAD,2,20,ontime
DH,1351,JFK,228,1/20/2004,7806,IAD,2,20,delayed
DH,1446,JFK,228,1/20/2004,7808,IAD,2,20,ontime
DH,1643,JFK,228,1/20/2004,7810,IAD,2,20,ontime
DH,1706,JFK,228,1/20/2004,7812,IAD,2,20,ontime
DH,2118,JFK,228,1/20/2004,7814,IAD,2,20,ontime
DH,1632,JFK,228,1/20/2004,7816,IAD,2,20,ontime
DL,1514,JFK,213,1/20/2004,746,DCA,2,20,delayed
DL,629,LGA,214,1/20/2004,1740,DCA,2,20,ontime
DL,729,LGA,214,1/20/2004,1742,DCA,2,20,ontime
DL,839,LGA,214,1/20/2004,1744,DCA,2,20,ontime
DL,929,LGA,214,1/20/2004,1746,DCA,2,20,ontime
DL,1029,LGA,214,1/20/2004,1748,DCA,2,20,ontime
DL,1129,LGA,214,1/20/2004,1750,DCA,2,20,ontime
DL,1227,LGA,214,1/20/2004,1752,DCA,2,20,ontime
DL,1329,LGA,214,1/20/2004,1754,DCA,2,20,ontime
DL,1430,LGA,214,1/20/2004,1756,DCA,2,20,ontime
DL,1531,LGA,214,1/20/2004,1758,DCA,2,20,ontime
DL,1717,LGA,214,1/20/2004,1760,DCA,2,20,delayed
DL,1731,LGA,214,1/20/2004,1762,DCA,2,20,ontime
DL,1831,LGA,214,1/20/2004,1764,DCA,2,20,ontime
DL,1930,LGA,214,1/20/2004,1766,DCA,2,20,ontime
DL,2029,LGA,214,1/20/2004,1768,DCA,2,20,ontime
MQ,1522,JFK,213,1/20/2004,4752,DCA,2,20,ontime
MQ,548,JFK,213,1/20/2004,4760,DCA,2,20,ontime
MQ,1823,JFK,213,1/20/2004,4784,DCA,2,20,ontime
MQ,653,LGA,214,1/20/2004,4952,DCA,2,20,ontime
MQ,759,LGA,214,1/20/2004,4954,DCA,2,20,ontime
MQ,850,LGA,214,1/20/2004,4956,DCA,2,20,ontime
MQ,1057,LGA,214,1/20/2004,4960,DCA,2,20,ontime
MQ,1255,LGA,214,1/20/2004,4964,DCA,2,20,ontime
MQ,1350,LGA,214,1/20/2004,4966,DCA,2,20,ontime
MQ,1458,LGA,214,1/20/2004,4968,DCA,2,20,ontime
MQ,1551,LGA,214,1/20/2004,4970,DCA,2,20,ontime
MQ,2004,LGA,214,1/20/2004,4976,DCA,2,20,delayed
UA,844,LGA,229,1/20/2004,846,IAD,2,20,ontime
US,626,LGA,214,1/20/2004,1479,DCA,2,20,ontime
US,658,LGA,214,1/20/2004,2160,DCA,2,20,ontime
US,758,LGA,214,1/20/2004,2162,DCA,2,20,ontime
US,859,LGA,214,1/20/2004,2164,DCA,2,20,ontime
US,957,LGA,214,1/20/2004,2166,DCA,2,20,ontime
US,1055,LGA,214,1/20/2004,2168,DCA,2,20,ontime
US,1156,LGA,214,1/20/2004,2170,DCA,2,20,ontime
US,1258,LGA,214,1/20/2004,2172,DCA,2,20,ontime
US,1357,LGA,214,1/20/2004,2174,DCA,2,20,ontime
US,1456,LGA,214,1/20/2004,2176,DCA,2,20,ontime
US,1554,LGA,214,1/20/2004,2178,DCA,2,20,ontime
US,1657,LGA,214,1/20/2004,2180,DCA,2,20,ontime
US,1758,LGA,214,1/20/2004,2182,DCA,2,20,ontime
US,1858,LGA,214,1/20/2004,2184,DCA,2,20,ontime
US,1957,LGA,214,1/20/2004,2186,DCA,2,20,ontime
US,2057,LGA,214,1/20/2004,2188,DCA,2,20,ontime
RU,1453,EWR,169,1/20/2004,2403,BWI,2,20,ontime
RU,1027,EWR,169,1/20/2004,2303,BWI,2,20,ontime
RU,1723,EWR,169,1/20/2004,3372,BWI,2,20,delayed
RU,655,EWR,169,1/20/2004,2703,BWI,2,20,ontime
CO,1856,EWR,199,1/20/2004,816,DCA,2,20,ontime
CO,1723,EWR,199,1/20/2004,814,DCA,2,20,ontime
CO,1250,EWR,199,1/20/2004,808,DCA,2,20,ontime
CO,729,EWR,199,1/20/2004,806,DCA,2,20,ontime
DH,835,EWR,213,1/20/2004,7299,IAD,2,20,ontime
DH,1700,EWR,213,1/20/2004,7302,IAD,2,20,ontime
DH,1236,EWR,213,1/20/2004,7303,IAD,2,20,ontime
DH,2113,EWR,213,1/20/2004,7304,IAD,2,20,ontime
DH,625,EWR,213,1/20/2004,7305,IAD,2,20,ontime
DH,1426,EWR,213,1/20/2004,7307,IAD,2,20,ontime
RU,1624,EWR,199,1/20/2004,2181,DCA,2,20,ontime
RU,2052,EWR,199,1/20/2004,2879,DCA,2,20,ontime
RU,1357,EWR,199,1/20/2004,2216,DCA,2,20,ontime
RU,1650,EWR,213,1/20/2004,2497,IAD,2,20,ontime
RU,638,EWR,199,1/20/2004,2761,DCA,2,20,ontime
RU,1855,EWR,213,1/20/2004,2385,IAD,2,20,ontime
RU,859,EWR,199,1/20/2004,2582,DCA,2,20,ontime
RU,1255,EWR,213,1/20/2004,2367,IAD,2,20,ontime
RU,1555,EWR,199,1/20/2004,2261,DCA,2,20,delayed
RU,1456,EWR,213,1/20/2004,2156,IAD,2,20,ontime
RU,708,EWR,213,1/20/2004,2855,IAD,2,20,delayed
OH,1455,JFK,184,1/21/2004,5935,BWI,3,21,ontime
DH,1239,LGA,229,1/21/2004,7208,IAD,3,21,ontime
DH,1448,LGA,229,1/21/2004,7211,IAD,3,21,ontime
DH,1714,LGA,229,1/21/2004,7215,IAD,3,21,ontime
DH,2220,LGA,229,1/21/2004,7684,IAD,3,21,delayed
DH,702,LGA,229,1/21/2004,7790,IAD,3,21,delayed
DH,1032,LGA,229,1/21/2004,7792,IAD,3,21,ontime
DH,836,JFK,228,1/21/2004,7800,IAD,3,21,ontime
DH,1237,JFK,228,1/21/2004,7806,IAD,3,21,ontime
DH,1504,JFK,228,1/21/2004,7808,IAD,3,21,ontime
DH,1639,JFK,228,1/21/2004,7810,IAD,3,21,ontime
DH,1710,JFK,228,1/21/2004,7812,IAD,3,21,ontime
DH,2118,JFK,228,1/21/2004,7814,IAD,3,21,ontime
DH,1603,JFK,228,1/21/2004,7816,IAD,3,21,ontime
DL,1456,JFK,213,1/21/2004,746,DCA,3,21,ontime
DL,630,LGA,214,1/21/2004,1740,DCA,3,21,ontime
DL,730,LGA,214,1/21/2004,1742,DCA,3,21,ontime
DL,831,LGA,214,1/21/2004,1744,DCA,3,21,ontime
DL,931,LGA,214,1/21/2004,1746,DCA,3,21,ontime
DL,1031,LGA,214,1/21/2004,1748,DCA,3,21,ontime
DL,1131,LGA,214,1/21/2004,1750,DCA,3,21,ontime
DL,1230,LGA,214,1/21/2004,1752,DCA,3,21,ontime
DL,1332,LGA,214,1/21/2004,1754,DCA,3,21,ontime
DL,1431,LGA,214,1/21/2004,1756,DCA,3,21,ontime
DL,1530,LGA,214,1/21/2004,1758,DCA,3,21,ontime
DL,1632,LGA,214,1/21/2004,1760,DCA,3,21,delayed
DL,1730,LGA,214,1/21/2004,1762,DCA,3,21,ontime
DL,1828,LGA,214,1/21/2004,1764,DCA,3,21,ontime
DL,1928,LGA,214,1/21/2004,1766,DCA,3,21,ontime
DL,2032,LGA,214,1/21/2004,1768,DCA,3,21,ontime
MQ,1525,JFK,213,1/21/2004,4752,DCA,3,21,ontime
MQ,555,JFK,213,1/21/2004,4760,DCA,3,21,ontime
MQ,1830,JFK,213,1/21/2004,4784,DCA,3,21,ontime
MQ,652,LGA,214,1/21/2004,4952,DCA,3,21,ontime
MQ,753,LGA,214,1/21/2004,4954,DCA,3,21,ontime
MQ,857,LGA,214,1/21/2004,4956,DCA,3,21,ontime
MQ,1050,LGA,214,1/21/2004,4960,DCA,3,21,ontime
MQ,1252,LGA,214,1/21/2004,4964,DCA,3,21,ontime
MQ,1349,LGA,214,1/21/2004,4966,DCA,3,21,ontime
MQ,1452,LGA,214,1/21/2004,4968,DCA,3,21,ontime
MQ,1556,LGA,214,1/21/2004,4970,DCA,3,21,ontime
MQ,1653,LGA,214,1/21/2004,4972,DCA,3,21,ontime
MQ,1853,LGA,214,1/21/2004,4976,DCA,3,21,ontime
UA,846,LGA,229,1/21/2004,846,IAD,3,21,ontime
US,627,LGA,214,1/21/2004,1479,DCA,3,21,ontime
US,659,LGA,214,1/21/2004,2160,DCA,3,21,ontime
US,759,LGA,214,1/21/2004,2162,DCA,3,21,ontime
US,855,LGA,214,1/21/2004,2164,DCA,3,21,ontime
US,956,LGA,214,1/21/2004,2166,DCA,3,21,ontime
US,1056,LGA,214,1/21/2004,2168,DCA,3,21,ontime
US,1155,LGA,214,1/21/2004,2170,DCA,3,21,ontime
US,1255,LGA,214,1/21/2004,2172,DCA,3,21,ontime
US,1357,LGA,214,1/21/2004,2174,DCA,3,21,ontime
US,1456,LGA,214,1/21/2004,2176,DCA,3,21,ontime
US,1558,LGA,214,1/21/2004,2178,DCA,3,21,ontime
US,1658,LGA,214,1/21/2004,2180,DCA,3,21,ontime
US,1803,LGA,214,1/21/2004,2182,DCA,3,21,ontime
US,1859,LGA,214,1/21/2004,2184,DCA,3,21,ontime
US,1956,LGA,214,1/21/2004,2186,DCA,3,21,ontime
US,2058,LGA,214,1/21/2004,2188,DCA,3,21,ontime
RU,658,EWR,169,1/21/2004,2703,BWI,3,21,ontime
RU,1452,EWR,169,1/21/2004,2403,BWI,3,21,ontime
RU,1726,EWR,169,1/21/2004,3372,BWI,3,21,delayed
RU,1028,EWR,169,1/21/2004,2303,BWI,3,21,ontime
CO,1727,EWR,199,1/21/2004,814,DCA,3,21,delayed
CO,1858,EWR,199,1/21/2004,816,DCA,3,21,ontime
CO,1256,EWR,199,1/21/2004,808,DCA,3,21,ontime
CO,728,EWR,199,1/21/2004,806,DCA,3,21,ontime
DH,859,EWR,213,1/21/2004,7299,IAD,3,21,ontime
DH,1702,EWR,213,1/21/2004,7302,IAD,3,21,delayed
DH,1235,EWR,213,1/21/2004,7303,IAD,3,21,ontime
DH,2145,EWR,213,1/21/2004,7304,IAD,3,21,ontime
DH,627,EWR,213,1/21/2004,7305,IAD,3,21,ontime
DH,1424,EWR,213,1/21/2004,7307,IAD,3,21,ontime
RU,643,EWR,199,1/21/2004,2761,DCA,3,21,ontime
RU,1455,EWR,213,1/21/2004,2156,IAD,3,21,delayed
RU,2054,EWR,199,1/21/2004,2879,DCA,3,21,ontime
RU,1648,EWR,199,1/21/2004,2181,DCA,3,21,delayed
RU,1857,EWR,213,1/21/2004,2385,IAD,3,21,ontime
RU,1520,EWR,199,1/21/2004,2261,DCA,3,21,delayed
RU,659,EWR,213,1/21/2004,2855,IAD,3,21,ontime
RU,1356,EWR,199,1/21/2004,2216,DCA,3,21,ontime
RU,1654,EWR,213,1/21/2004,2497,IAD,3,21,ontime
RU,1251,EWR,213,1/21/2004,2367,IAD,3,21,ontime
RU,858,EWR,199,1/21/2004,2582,DCA,3,21,ontime
OH,1540,JFK,184,1/22/2004,5935,BWI,4,22,delayed
DH,1641,JFK,213,1/22/2004,6155,DCA,4,22,ontime
DH,1324,LGA,229,1/22/2004,7208,IAD,4,22,delayed
DH,1540,LGA,229,1/22/2004,7211,IAD,4,22,delayed
DH,1715,LGA,229,1/22/2004,7215,IAD,4,22,ontime
DH,2114,LGA,229,1/22/2004,7684,IAD,4,22,ontime
DH,642,LGA,229,1/22/2004,7790,IAD,4,22,ontime
DH,1034,LGA,229,1/22/2004,7792,IAD,4,22,ontime
DH,830,JFK,228,1/22/2004,7800,IAD,4,22,ontime
DH,1237,JFK,228,1/22/2004,7806,IAD,4,22,ontime
DH,1455,JFK,228,1/22/2004,7808,IAD,4,22,ontime
DH,1642,JFK,228,1/22/2004,7810,IAD,4,22,ontime
DH,1707,JFK,228,1/22/2004,7812,IAD,4,22,ontime
DH,2116,JFK,228,1/22/2004,7814,IAD,4,22,ontime
DH,1607,JFK,228,1/22/2004,7816,IAD,4,22,ontime
DL,1458,JFK,213,1/22/2004,746,DCA,4,22,ontime
DL,629,LGA,214,1/22/2004,1740,DCA,4,22,ontime
DL,729,LGA,214,1/22/2004,1742,DCA,4,22,ontime
DL,831,LGA,214,1/22/2004,1744,DCA,4,22,ontime
DL,928,LGA,214,1/22/2004,1746,DCA,4,22,ontime
DL,1030,LGA,214,1/22/2004,1748,DCA,4,22,ontime
DL,1129,LGA,214,1/22/2004,1750,DCA,4,22,ontime
DL,1231,LGA,214,1/22/2004,1752,DCA,4,22,ontime
DL,1331,LGA,214,1/22/2004,1754,DCA,4,22,ontime
DL,1429,LGA,214,1/22/2004,1756,DCA,4,22,delayed
DL,1530,LGA,214,1/22/2004,1758,DCA,4,22,ontime
DL,1633,LGA,214,1/22/2004,1760,DCA,4,22,delayed
DL,1731,LGA,214,1/22/2004,1762,DCA,4,22,delayed
DL,1831,LGA,214,1/22/2004,1764,DCA,4,22,ontime
DL,1928,LGA,214,1/22/2004,1766,DCA,4,22,ontime
DL,2033,LGA,214,1/22/2004,1768,DCA,4,22,ontime
MQ,1517,JFK,213,1/22/2004,4752,DCA,4,22,ontime
MQ,553,JFK,213,1/22/2004,4760,DCA,4,22,ontime
MQ,1823,JFK,213,1/22/2004,4784,DCA,4,22,ontime
MQ,730,LGA,214,1/22/2004,4952,DCA,4,22,ontime
MQ,758,LGA,214,1/22/2004,4954,DCA,4,22,ontime
MQ,852,LGA,214,1/22/2004,4956,DCA,4,22,ontime
MQ,1056,LGA,214,1/22/2004,4960,DCA,4,22,ontime
MQ,1255,LGA,214,1/22/2004,4964,DCA,4,22,ontime
MQ,1359,LGA,214,1/22/2004,4966,DCA,4,22,ontime
MQ,1459,LGA,214,1/22/2004,4968,DCA,4,22,ontime
MQ,1559,LGA,214,1/22/2004,4970,DCA,4,22,ontime
MQ,1652,LGA,214,1/22/2004,4972,DCA,4,22,ontime
MQ,1854,LGA,214,1/22/2004,4976,DCA,4,22,ontime
UA,847,LGA,229,1/22/2004,846,IAD,4,22,ontime
US,625,LGA,214,1/22/2004,1479,DCA,4,22,ontime
US,654,LGA,214,1/22/2004,2160,DCA,4,22,ontime
US,754,LGA,214,1/22/2004,2162,DCA,4,22,ontime
US,857,LGA,214,1/22/2004,2164,DCA,4,22,ontime
US,955,LGA,214,1/22/2004,2166,DCA,4,22,ontime
US,1055,LGA,214,1/22/2004,2168,DCA,4,22,ontime
US,1153,LGA,214,1/22/2004,2170,DCA,4,22,ontime
US,1255,LGA,214,1/22/2004,2172,DCA,4,22,ontime
US,1355,LGA,214,1/22/2004,2174,DCA,4,22,ontime
US,1456,LGA,214,1/22/2004,2176,DCA,4,22,ontime
US,1559,LGA,214,1/22/2004,2178,DCA,4,22,ontime
US,1658,LGA,214,1/22/2004,2180,DCA,4,22,ontime
US,1759,LGA,214,1/22/2004,2182,DCA,4,22,ontime
US,1900,LGA,214,1/22/2004,2184,DCA,4,22,ontime
US,2011,LGA,214,1/22/2004,2186,DCA,4,22,ontime
US,2139,LGA,214,1/22/2004,2188,DCA,4,22,delayed
RU,658,EWR,169,1/22/2004,2703,BWI,4,22,ontime
RU,1030,EWR,169,1/22/2004,2303,BWI,4,22,ontime
RU,1450,EWR,169,1/22/2004,2403,BWI,4,22,ontime
RU,1803,EWR,169,1/22/2004,3372,BWI,4,22,delayed
CO,1258,EWR,199,1/22/2004,808,DCA,4,22,ontime
CO,729,EWR,199,1/22/2004,806,DCA,4,22,ontime
CO,1855,EWR,199,1/22/2004,816,DCA,4,22,ontime
CO,1721,EWR,199,1/22/2004,814,DCA,4,22,delayed
DH,831,EWR,213,1/22/2004,7299,IAD,4,22,ontime
DH,1706,EWR,213,1/22/2004,7302,IAD,4,22,ontime
DH,1249,EWR,213,1/22/2004,7303,IAD,4,22,ontime
DH,2116,EWR,213,1/22/2004,7304,IAD,4,22,ontime
DH,624,EWR,213,1/22/2004,7305,IAD,4,22,ontime
DH,1425,EWR,213,1/22/2004,7307,IAD,4,22,ontime
RU,1356,EWR,199,1/22/2004,2216,DCA,4,22,ontime
RU,1522,EWR,199,1/22/2004,2261,DCA,4,22,ontime
RU,1627,EWR,199,1/22/2004,2181,DCA,4,22,ontime
RU,1307,EWR,213,1/22/2004,2692,IAD,4,22,ontime
RU,641,EWR,199,1/22/2004,2761,DCA,4,22,ontime
RU,1451,EWR,213,1/22/2004,2156,IAD,4,22,ontime
RU,1656,EWR,213,1/22/2004,2497,IAD,4,22,ontime
RU,655,EWR,213,1/22/2004,2855,IAD,4,22,ontime
RU,1850,EWR,213,1/22/2004,2385,IAD,4,22,ontime
RU,2052,EWR,199,1/22/2004,2879,DCA,4,22,ontime
RU,854,EWR,199,1/22/2004,2582,DCA,4,22,ontime
OH,1622,JFK,184,1/23/2004,5935,BWI,5,23,delayed
DH,1640,JFK,213,1/23/2004,6155,DCA,5,23,ontime
DH,1239,LGA,229,1/23/2004,7208,IAD,5,23,delayed
DH,1715,LGA,229,1/23/2004,7215,IAD,5,23,ontime
DH,634,LGA,229,1/23/2004,7790,IAD,5,23,ontime
DH,1048,LGA,229,1/23/2004,7792,IAD,5,23,ontime
DH,832,JFK,228,1/23/2004,7800,IAD,5,23,ontime
DH,1236,JFK,228,1/23/2004,7806,IAD,5,23,ontime
DH,1458,JFK,228,1/23/2004,7808,IAD,5,23,ontime
DH,1642,JFK,228,1/23/2004,7810,IAD,5,23,ontime
DH,1706,JFK,228,1/23/2004,7812,IAD,5,23,ontime
DH,2120,JFK,228,1/23/2004,7814,IAD,5,23,ontime
DH,1609,JFK,228,1/23/2004,7816,IAD,5,23,ontime
DL,1456,JFK,213,1/23/2004,746,DCA,5,23,ontime
DL,627,LGA,214,1/23/2004,1740,DCA,5,23,ontime
DL,726,LGA,214,1/23/2004,1742,DCA,5,23,ontime
DL,828,LGA,214,1/23/2004,1744,DCA,5,23,ontime
DL,928,LGA,214,1/23/2004,1746,DCA,5,23,ontime
DL,1029,LGA,214,1/23/2004,1748,DCA,5,23,ontime
DL,1128,LGA,214,1/23/2004,1750,DCA,5,23,ontime
DL,1229,LGA,214,1/23/2004,1752,DCA,5,23,ontime
DL,1428,LGA,214,1/23/2004,1756,DCA,5,23,ontime
DL,1529,LGA,214,1/23/2004,1758,DCA,5,23,ontime
DL,1631,LGA,214,1/23/2004,1760,DCA,5,23,ontime
DL,1732,LGA,214,1/23/2004,1762,DCA,5,23,ontime
DL,1829,LGA,214,1/23/2004,1764,DCA,5,23,ontime
DL,1929,LGA,214,1/23/2004,1766,DCA,5,23,ontime
DL,2028,LGA,214,1/23/2004,1768,DCA,5,23,ontime
MQ,1530,JFK,213,1/23/2004,4752,DCA,5,23,delayed
MQ,553,JFK,213,1/23/2004,4760,DCA,5,23,ontime
MQ,1827,JFK,213,1/23/2004,4784,DCA,5,23,ontime
MQ,655,LGA,214,1/23/2004,4952,DCA,5,23,ontime
MQ,755,LGA,214,1/23/2004,4954,DCA,5,23,ontime
MQ,850,LGA,214,1/23/2004,4956,DCA,5,23,ontime
MQ,1047,LGA,214,1/23/2004,4960,DCA,5,23,ontime
MQ,1253,LGA,214,1/23/2004,4964,DCA,5,23,delayed
MQ,1358,LGA,214,1/23/2004,4966,DCA,5,23,ontime
MQ,1655,LGA,214,1/23/2004,4972,DCA,5,23,ontime
MQ,1858,LGA,214,1/23/2004,4976,DCA,5,23,ontime
UA,853,LGA,229,1/23/2004,846,IAD,5,23,ontime
US,626,LGA,214,1/23/2004,1479,DCA,5,23,ontime
US,656,LGA,214,1/23/2004,2160,DCA,5,23,ontime
US,757,LGA,214,1/23/2004,2162,DCA,5,23,ontime
US,855,LGA,214,1/23/2004,2164,DCA,5,23,ontime
US,956,LGA,214,1/23/2004,2166,DCA,5,23,ontime
US,1057,LGA,214,1/23/2004,2168,DCA,5,23,ontime
US,1157,LGA,214,1/23/2004,2170,DCA,5,23,ontime
US,1259,LGA,214,1/23/2004,2172,DCA,5,23,delayed
US,1355,LGA,214,1/23/2004,2174,DCA,5,23,ontime
US,1502,LGA,214,1/23/2004,2176,DCA,5,23,ontime
US,1659,LGA,214,1/23/2004,2180,DCA,5,23,ontime
US,1759,LGA,214,1/23/2004,2182,DCA,5,23,ontime
US,1859,LGA,214,1/23/2004,2184,DCA,5,23,ontime
US,1958,LGA,214,1/23/2004,2186,DCA,5,23,ontime
US,2055,LGA,214,1/23/2004,2188,DCA,5,23,ontime
RU,1449,EWR,169,1/23/2004,2403,BWI,5,23,delayed
RU,1032,EWR,169,1/23/2004,2303,BWI,5,23,ontime
RU,1726,EWR,169,1/23/2004,3372,BWI,5,23,ontime
RU,654,EWR,169,1/23/2004,2703,BWI,5,23,ontime
CO,1731,EWR,199,1/23/2004,814,DCA,5,23,ontime
CO,1254,EWR,199,1/23/2004,808,DCA,5,23,ontime
CO,728,EWR,199,1/23/2004,806,DCA,5,23,ontime
CO,1849,EWR,199,1/23/2004,816,DCA,5,23,delayed
DH,833,EWR,213,1/23/2004,7299,IAD,5,23,ontime
DH,1820,EWR,213,1/23/2004,7302,IAD,5,23,delayed
DH,1235,EWR,213,1/23/2004,7303,IAD,5,23,ontime
DH,2239,EWR,213,1/23/2004,7304,IAD,5,23,delayed
DH,626,EWR,213,1/23/2004,7305,IAD,5,23,ontime
DH,1427,EWR,213,1/23/2004,7307,IAD,5,23,ontime
RU,2054,EWR,199,1/23/2004,2879,DCA,5,23,ontime
RU,1629,EWR,199,1/23/2004,2181,DCA,5,23,ontime
RU,700,EWR,213,1/23/2004,2855,IAD,5,23,ontime
RU,641,EWR,199,1/23/2004,2761,DCA,5,23,ontime
RU,1451,EWR,213,1/23/2004,2156,IAD,5,23,ontime
RU,1851,EWR,213,1/23/2004,2385,IAD,5,23,ontime
RU,1252,EWR,213,1/23/2004,2692,IAD,5,23,ontime
RU,1528,EWR,199,1/23/2004,2261,DCA,5,23,delayed
RU,1657,EWR,213,1/23/2004,2497,IAD,5,23,ontime
RU,901,EWR,199,1/23/2004,2582,DCA,5,23,ontime
